Fasta	Genome	contig	Start	Stop	protID	name	url
GCF-001516005-protein11535.fasta	GCF_001516005	NZ_CP008867.1	5895755	5897069	11535	Branched-chain amino acid transport system 3 carrier protein	http://purl.uniprot.org/uniprot/P25185
GCF-003028335-protein4744.fasta	GCF_003028335	NZ_CP028162.1	5148860	5150378	4744		
GCF-003052005-protein7212.fasta	GCF_003052005	NZ_CP028584.2	786329	787361	7212	glycine betaine/L-proline ABC transporter substrate-binding protein ProX	http://purl.uniprot.org/uniparc/UPI000D229980
GCF-001516165-protein11142.fasta	GCF_001516165	NZ_CP008869.2	5700157	5700415	11142		
GCF-002968755-protein926.fasta	GCF_002968755	NZ_CP027169.1	1037454	1038558	926	Transcriptional regulator, AraC family	http://purl.uniprot.org/uniprot/A0A157WIK7
GCF-003028335-protein4578.fasta	GCF_003028335	NZ_CP028162.1	4962048	4962573	4578	Crossover junction endodeoxyribonuclease RuvC	http://purl.uniprot.org/uniprot/A0A157WT73
GCF-001874465-protein9386.fasta	GCF_001874465	NZ_CP017969.1	3145638	3147393	9386	Malto-oligosyltrehalose trehalohydrolase	http://purl.uniprot.org/uniprot/A0A157WQT4
GCF-003369775-protein790.fasta	GCF_003369775	NZ_CP030910.1	854368	855832	790	Benzaldehyde dehydrogenase	http://purl.uniprot.org/uniprot/A0A2S4ARU4
GCF-001547955-protein8674.fasta	GCF_001547955	NZ_AP014651.1	2566600	2567833	8674	Hydrolase_4 domain-containing protein	http://purl.uniprot.org/uniprot/N7A1Y7
GCF-003571505-protein10535.fasta	GCF_003571505	NZ_CP012901.1	4380709	4381303	10535	DUF4276 family protein	http://purl.uniprot.org/uniparc/UPI0003B96B2B
GCF-002968955-protein10154.fasta	GCF_002968955	NZ_CP027166.1	4461034	4462237	10154	Putative membrane protein	http://purl.uniprot.org/uniprot/V6AI60
GCF-003028335-protein4379.fasta	GCF_003028335	NZ_CP028162.1	4757789	4758668	4379	4-hydroxy-tetrahydrodipicolinate synthase	http://purl.uniprot.org/uniprot/Q9I4W3
GCF-002968655-protein4202.fasta	GCF_002968655	NZ_CP027172.1	4625324	4626722	4202	Integrase	http://purl.uniprot.org/uniprot/A0A485IRS4
GCF-003369735-protein2579.fasta	GCF_003369735	NZ_CP030913.1	2766021	2766822	2579	SDR family oxidoreductase	http://purl.uniprot.org/uniparc/UPI0000F2EEBE
GCF-001632245-protein10245.fasta	GCF_001632245	NZ_CP015377.1	4247745	4248039	10245		
GCF-001874465-protein8835.fasta	GCF_001874465	NZ_CP017969.1	2478322	2478802	8835	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A3E1MVG4
GCF-001792835-protein8868.fasta	GCF_001792835	NZ_CP015001.1	2627100	2628084	8868	Anthranilate phosphoribosyltransferase	http://purl.uniprot.org/uniprot/A0A335P6Y0
GCF-003060845-protein2076.fasta	GCF_003060845	NZ_CP028917.1	2281994	2282252	2076	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0004675290
GCF-002205375-protein10882.fasta	GCF_002205375	NZ_CP022002.1	4706552	4707848	10882		
GCF-003433235-protein4957.fasta	GCF_003433235	NZ_CP029605.1	5336310	5337720	4957	Metallo-beta-lactamase	http://purl.uniprot.org/uniprot/V4PYC4
GCF-000508765-protein4132.fasta	GCF_000508765	NC_023066.1	4481787	4482195	4132	Peroxiredoxin	http://purl.uniprot.org/uniprot/A0A1F0I390
GCF-001879525-protein4226.fasta	GCF_001879525	NZ_CP013113.1	4653401	4654043	4226	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A485FBQ4
GCF-003073735-protein11625.fasta	GCF_003073735	NZ_CP029088.1	6025376	6026321	11625	ChrB protein	http://purl.uniprot.org/uniprot/U2ZVM1
GCF-000508765-protein3867.fasta	GCF_000508765	NC_023066.1	4194222	4195131	3867	Glutamate/aspartate ABC transporter substrate-binding protein	http://purl.uniprot.org/uniprot/A0A2V2TK80
GCF-000496455-protein2132.fasta	GCF_000496455	NZ_CP013993.1	2253061	2254000	2132	DUF58 domain-containing protein	http://purl.uniprot.org/uniparc/UPI00093BE316
GCF-001792855-protein598.fasta	GCF_001792855	NZ_CP015002.1	640174	640651	598	Tail fiber assembly protein	http://purl.uniprot.org/uniprot/A0A485HBJ5
GCF-001750705-protein1380.fasta	GCF_001750705	NZ_CP017353.1	1441601	1442987	1380	O-antigen ligase family protein	http://purl.uniprot.org/uniparc/UPI0000F2F285
GCF-002946935-protein11291.fasta	GCF_002946935	NZ_CP026680.1	5550426	5553312	11291	Transposase	http://purl.uniprot.org/uniprot/Q7AUV3
GCF-003408495-protein9263.fasta	GCF_003408495	NZ_CP030911.1	3321763	3323179	9263	replication initiation protein	http://purl.uniprot.org/uniparc/UPI000E30AA66
GCF-002946935-protein10608.fasta	GCF_002946935	NZ_CP026680.1	4800525	4801479	10608	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00022F2E89
GCF-003073695-protein4691.fasta	GCF_003073695	NZ_CP029093.1	5084247	5085429	4691	Phosphate-selective porin O and P family protein	http://purl.uniprot.org/uniprot/A0A2R3ISY5
GCF-001729505-protein10216.fasta	GCF_001729505	NZ_CP017149.1	4603821	4605936	10216	Phosphate acetyltransferase	http://purl.uniprot.org/uniprot/Q9I5A5
GCF-001516005-protein8964.fasta	GCF_001516005	NZ_CP008867.1	3035908	3036667	8964	DNA-binding transcriptional regulator ModE	http://purl.uniprot.org/uniprot/A0A157U7N7
GCF-003028335-protein444.fasta	GCF_003028335	NZ_CP028162.1	485688	486201	444	Bifunctional protein PyrR	http://purl.uniprot.org/uniprot/B7V3Z0
GCF-001516105-protein559.fasta	GCF_001516105	NZ_CP008868.1	618364	619126	559		
GCF-001293085-protein7130.fasta	GCF_001293085	NZ_CP012679.1	1464244	1464559	7130	phage holin, lambda family	http://purl.uniprot.org/uniparc/UPI0003C546F8
GCF-001722005-protein3301.fasta	GCF_001722005	NZ_CP017099.1	3634049	3638165	3301	tape measure protein	http://purl.uniprot.org/uniparc/UPI00022AAE47
GCF-003433235-protein4910.fasta	GCF_003433235	NZ_CP029605.1	5285910	5286969	4910	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A4U9QDS1
GCF-000017205-protein6990.fasta	GCF_000017205	NC_009656.1	1158798	1162446	6990	Putative two-component sensor	http://purl.uniprot.org/uniprot/A6V0G3
GCF-003073735-protein8560.fasta	GCF_003073735	NZ_CP029088.1	2661320	2661650	8560	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A335N798
GCF-002968695-protein9333.fasta	GCF_002968695	NZ_CP027174.1	2942692	2944645	9333	GGDEF domain-containing protein	http://purl.uniprot.org/uniprot/A0A425A8E2
GCF-002968695-protein7372.fasta	GCF_002968695	NZ_CP027174.1	778334	779468	7372	aminotransferase class V-fold PLP-dependent enzyme	http://purl.uniprot.org/uniparc/UPI0002B50DB9
GCF-003060845-protein2376.fasta	GCF_003060845	NZ_CP028917.1	2602305	2603229	2376	High-affinity branched-chain amino acid transport system permease protein BraD	http://purl.uniprot.org/uniprot/P21627
GCF-003288435-protein4207.fasta	GCF_003288435	NZ_CP030327.1	4603742	4604747	4207		
GCF-001729505-protein10981.fasta	GCF_001729505	NZ_CP017149.1	5449352	5451326	10981	Methyl-accepting chemotaxis protein CtpL	http://purl.uniprot.org/uniprot/Q9HUW6
GCF-001729505-protein6053.fasta	GCF_001729505	NZ_CP017149.1	35422	35788	6053	HPt domain-containing protein	http://purl.uniprot.org/uniprot/V6APM2
GCF-003028335-protein1787.fasta	GCF_003028335	NZ_CP028162.1	1918017	1918533	1787	Putative ankyrin repeat protein PA3287	http://purl.uniprot.org/uniprot/Q9HYV6
GCF-003429205-protein7387.fasta	GCF_003429205	NZ_CP031660.1	1512060	1512309	7387	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000BB954F0
GCF-000473745-protein9002.fasta	GCF_000473745	NZ_CP008739.1	3568018	3568300	9002	trehalose-6-phosphate hydrolase	http://purl.uniprot.org/uniparc/UPI00068F78BF
GCF-003206535-protein8599.fasta	GCF_003206535	NZ_CP029707.1	2609958	2611026	8599	Phage protein	http://purl.uniprot.org/uniprot/A0A2I0T1J1
GCF-000829255-protein9404.fasta	GCF_000829255	NZ_AP014646.1	3751305	3751572	9404	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A2K4XUF2
GCF-003369735-protein272.fasta	GCF_003369735	NZ_CP030913.1	308919	311817	272	DUF927 domain-containing protein	http://purl.uniprot.org/uniparc/UPI000847E8DB
GCF-000017205-protein6228.fasta	GCF_000017205	NC_009656.1	364552	364864	6228	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A424WXP5
GCF-001632245-protein6703.fasta	GCF_001632245	NZ_CP015377.1	456758	458339	6703	Membrane protein	http://purl.uniprot.org/uniprot/A0A4U9QL60
GCF-002968955-protein11476.fasta	GCF_002968955	NZ_CP027166.1	5975952	5976189	11476	Integrase catalytic domain-containing protein	http://purl.uniprot.org/uniprot/A0A212JXM7
GCF-900149285-protein4779.fasta	GCF_900149285	NZ_LT673656.1	5252457	5255109	4779		
GCF-002968755-protein261.fasta	GCF_002968755	NZ_CP027169.1	308055	308325	261	30S ribosomal protein S15	http://purl.uniprot.org/uniprot/A6VCJ8
GCF-000496455-protein3794.fasta	GCF_000496455	NZ_CP013993.1	4076381	4076621	3794	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A2I0T1H3
GCF-003073795-protein1488.fasta	GCF_003073795	NZ_CP029090.1	1565290	1565497	1488	Uncharacterized protein	http://purl.uniprot.org/uniprot/W1MUB5
GCF-002968955-protein7121.fasta	GCF_002968955	NZ_CP027166.1	1165539	1166604	7121	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A2K4XL85
GCF-003028335-protein5241.fasta	GCF_003028335	NZ_CP028162.1	5672246	5672741	5241	Rod shape-determining protein MreD	http://purl.uniprot.org/uniprot/A0A157V1C3
GCF-000026645-protein5914.fasta	GCF_000026645	NC_011770.1	6455868	6456819	5914	HTH lysR-type domain-containing protein	http://purl.uniprot.org/uniprot/V6APG3
GCF-003060845-protein4022.fasta	GCF_003060845	NZ_CP028917.1	4412578	4412881	4022	PadR domain-containing protein	http://purl.uniprot.org/uniprot/J7VEM1
GCF-002287725-protein7771.fasta	GCF_002287725	NZ_CP023316.1	1581192	1582644	7771	Aldehyde dehydrogenase	http://purl.uniprot.org/uniprot/P12693
GCF-002085755-protein6384.fasta	GCF_002085755	NZ_CP020603.1	6910492	6911470	6384	GDP-mannose 4,6-dehydratase	http://purl.uniprot.org/uniparc/UPI0009EF7053
GCF-002968755-protein2121.fasta	GCF_002968755	NZ_CP027169.1	2343008	2343593	2121	Acetyltransferase family protein	http://purl.uniprot.org/uniprot/A0A2R3IT03
GCF-002205375-protein12378.fasta	GCF_002205375	NZ_CP022002.1	6270267	6271155	12378		
GCF-003073735-protein7147.fasta	GCF_003073735	NZ_CP029088.1	1164591	1165062	7147	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A335PUJ2
GCF-002968695-protein10835.fasta	GCF_002968695	NZ_CP027174.1	4557070	4557736	10835	response regulator	http://purl.uniprot.org/uniparc/UPI00053EFB26
GCF-003028335-protein613.fasta	GCF_003028335	NZ_CP028162.1	664967	666287	613	integrase family protein	http://purl.uniprot.org/uniparc/UPI0001E9E677
GCF-002968695-protein11335.fasta	GCF_002968695	NZ_CP027174.1	5125390	5126368	11335	NADPH:quinone oxidoreductase family protein	http://purl.uniprot.org/uniparc/UPI0002B58358
GCF-003319235-protein8798.fasta	GCF_003319235	NZ_CP030861.1	2837005	2839123	8798	ATP-dependent DNA helicase Rep	http://purl.uniprot.org/uniprot/A0A2V2TRM8
GCF-000829885-protein11188.fasta	GCF_000829885	NZ_CP010555.1	5371320	5371935	11188	SOS response-associated protein	http://purl.uniprot.org/uniprot/Q9HVF7
GCF-003028335-protein1366.fasta	GCF_003028335	NZ_CP028162.1	1443860	1444202	1366	Peptidyl-prolyl cis-trans isomerase	http://purl.uniprot.org/uniprot/A0A157TCZ0
GCF-001547955-protein9595.fasta	GCF_001547955	NZ_AP014651.1	3572063	3572672	9595	Inner membrane protein YohC	http://purl.uniprot.org/uniprot/A0A157WSA6
GCF-001721745-protein2710.fasta	GCF_001721745	NZ_CP012585.1	2904155	2905265	2710	protease modulator HflC	http://purl.uniprot.org/uniparc/UPI000847F863
GCF-000017205-protein10047.fasta	GCF_000017205	NC_009656.1	4510764	4511247	10047	Transcriptional regulator, AsnC family	http://purl.uniprot.org/uniprot/A6V9J8
GCF-003073615-protein8540.fasta	GCF_003073615	NZ_CP029089.1	2479975	2481535	8540	HEPN_LA2681 domain-containing protein	http://purl.uniprot.org/uniprot/A0A444M438
GCF-002968955-protein9167.fasta	GCF_002968955	NZ_CP027166.1	3466012	3466306	9167	Ogr_Delta domain-containing protein	http://purl.uniprot.org/uniprot/A0A3G8F1B9
GCF-001721745-protein2338.fasta	GCF_001721745	NZ_CP012585.1	2483368	2484652	2338	DAO domain-containing protein	http://purl.uniprot.org/uniprot/A0A1C7BMQ2
GCF-003025345-protein6918.fasta	GCF_003025345	NZ_CP020560.1	786146	787031	6918	PaaX-like C-terminal domain protein	http://purl.uniprot.org/uniprot/A0A2R3IQH9
GCF-000496455-protein2431.fasta	GCF_000496455	NZ_CP013993.1	2562536	2562746	2431	LexA repressor	http://purl.uniprot.org/uniprot/A0A4U9S881
GCF-001516005-protein7660.fasta	GCF_001516005	NZ_CP008867.1	1592792	1593329	7660	Lrp/AsnC family transcriptional regulator	http://purl.uniprot.org/uniparc/UPI000A690665
GCF-002192495-protein2549.fasta	GCF_002192495	NZ_CP021775.1	2716314	2717082	2549	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1S1GDT2
GCF-002968655-protein6448.fasta	GCF_002968655	NZ_CP027172.1	7006110	7007592	6448	AAA family ATPase	http://purl.uniprot.org/uniprot/A0A1X1A7R6
GCF-003052005-protein7520.fasta	GCF_003052005	NZ_CP028584.2	1149044	1149305	7520	Topoisomerase II	http://purl.uniprot.org/uniprot/A0A1S1C0W1
GCF-000496455-protein2459.fasta	GCF_000496455	NZ_CP013993.1	2583921	2584794	2459	RyR domain-containing protein	http://purl.uniprot.org/uniprot/A0A0U1UNM5
GCF-001516265-protein5083.fasta	GCF_001516265	NZ_CP008857.1	5567953	5569519	5083	GntR family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A157WBN6
GCF-002442855-protein8804.fasta	GCF_002442855	NZ_CP017306.1	2604593	2605079	8804	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00053DB87B
GCF-001516345-protein9486.fasta	GCF_001516345	NZ_CP008861.1	3862795	3863236	9486	urease accessory protein UreE	http://purl.uniprot.org/uniparc/UPI000744573C
GCF-002215345-protein10224.fasta	GCF_002215345	NZ_CP017293.1	3738493	3740122	10224	DUF2326 domain-containing protein	http://purl.uniprot.org/uniparc/UPI00044EC029
GCF-002968695-protein10259.fasta	GCF_002968695	NZ_CP027174.1	3931607	3931820	10259	Membrane protein	http://purl.uniprot.org/uniprot/A0A086BWK2
GCF-002968755-protein3372.fasta	GCF_002968755	NZ_CP027169.1	3680579	3681650	3372	Oxidoreductase, NAD-binding Rossmann fold family protein	http://purl.uniprot.org/uniprot/A0A2R3IVB9
GCF-000816985-protein895.fasta	GCF_000816985	NZ_CP007399.1	955226	956195	895		
GCF-003319235-protein6571.fasta	GCF_003319235	NZ_CP030861.1	473516	474749	6571	Similar to Glycosyl transferases group 1	http://purl.uniprot.org/uniprot/Q8KIV4
GCF-003571505-protein8022.fasta	GCF_003571505	NZ_CP012901.1	1629334	1630114	8022	DUF1837 domain-containing protein	http://purl.uniprot.org/uniprot/A0A2W5LHR9
GCF-000284555-protein5321.fasta	GCF_000284555	NC_017549.1	5822874	5823324	5321	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00053E5FEA
GCF-003028335-protein5209.fasta	GCF_003028335	NZ_CP028162.1	5643502	5644825	5209	Histidinol dehydrogenase	http://purl.uniprot.org/uniprot/Q9HVW9
GCF-002812865-protein10194.fasta	GCF_002812865	NZ_CP025051.1	4444135	4445344	10194	PAS domain-containing sensor histidine kinase	http://purl.uniprot.org/uniprot/A0A2V2TDZ0
GCF-000473745-protein10482.fasta	GCF_000473745	NZ_CP008739.1	5266136	5267060	10482	ABC transporter ATP-binding protein	http://purl.uniprot.org/uniparc/UPI0003B1F902
GCF-000026645-protein3649.fasta	GCF_000026645	NC_011770.1	3963834	3966558	3649	HTH luxR-type domain-containing protein	http://purl.uniprot.org/uniprot/V6AHD4
GCF-001516165-protein8385.fasta	GCF_001516165	NZ_CP008869.2	2593987	2594998	8385	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000446D05F
GCF-000510305-protein8378.fasta	GCF_000510305	NC_023149.1	2548930	2549398	8378	GAF domain-containing protein	http://purl.uniprot.org/uniprot/Q9I057
GCF-003073735-protein9793.fasta	GCF_003073735	NZ_CP029088.1	4088138	4088624	9793	HNHc domain-containing protein	http://purl.uniprot.org/uniprot/J7HXG5
GCF-000473745-protein11901.fasta	GCF_000473745	NZ_CP008739.1	6786110	6787328	11901	Putative cyclopropan-fatty-acyl-phospholipid synthase	http://purl.uniprot.org/uniprot/A0A0H2ZIV3
GCF-003369735-protein632.fasta	GCF_003369735	NZ_CP030913.1	677064	677274	632	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0U4IJ68
GCF-001792835-protein8901.fasta	GCF_001792835	NZ_CP015001.1	2664050	2664779	8901	Metallophosphoesterase	http://purl.uniprot.org/uniprot/A0A0P0AIM3
GCF-002753655-protein590.fasta	GCF_002753655	NZ_CP024477.1	641029	641857	590	helix-turn-helix domain-containing protein	http://purl.uniprot.org/uniparc/UPI00053E65CC
GCF-000026645-protein3105.fasta	GCF_000026645	NC_011770.1	3346278	3347175	3105	LysR family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1F0I540
GCF-003073795-protein91.fasta	GCF_003073795	NZ_CP029090.1	88799	89573	91	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A241XL15
GCF-003288335-protein1591.fasta	GCF_003288335	NZ_CP030351.1	1780852	1782331	1591		
GCF-000017205-protein8160.fasta	GCF_000017205	NC_009656.1	2424814	2425609	8160	Uncharacterized protein	http://purl.uniprot.org/uniprot/A6V3W2
GCF-001516245-protein11084.fasta	GCF_001516245	NZ_CP008856.2	5277020	5277656	11084	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003B97095
GCF-002968695-protein11585.fasta	GCF_002968695	NZ_CP027174.1	5416170	5417610	11585	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	http://purl.uniprot.org/uniparc/UPI0004232A3D
GCF-002753655-protein4179.fasta	GCF_002753655	NZ_CP024477.1	4611527	4612148	4179	7-cyano-7-deazaguanine synthase QueC	http://purl.uniprot.org/uniparc/UPI0003BAFE6A
GCF-001516225-protein4259.fasta	GCF_001516225	NZ_CP008864.2	4674750	4675464	4259		
GCF-002968695-protein12792.fasta	GCF_002968695	NZ_CP027174.1	6734762	6735320	12792	Molybdenum cofactor biosynthesis protein B	http://purl.uniprot.org/uniprot/A0A448BYQ4
GCF-003028335-protein3816.fasta	GCF_003028335	NZ_CP028162.1	4156755	4156995	3816	Sulfur carrier protein TusA	http://purl.uniprot.org/uniprot/B7UVF9
GCF-002968695-protein10840.fasta	GCF_002968695	NZ_CP027174.1	4561169	4562063	10840	serine protein kinase RIO	http://purl.uniprot.org/uniparc/UPI00053F2971
GCF-000508765-protein1669.fasta	GCF_000508765	NC_023066.1	1759856	1760693	1669	Phosphonates import ATP-binding protein PhnC	http://purl.uniprot.org/uniprot/A0A2V2TJP1
GCF-000017205-protein8174.fasta	GCF_000017205	NC_009656.1	2432062	2433052	8174	P63C domain-containing protein	http://purl.uniprot.org/uniprot/A0A4D6FSV5
GCF-001547955-protein12560.fasta	GCF_001547955	NZ_AP014651.1	6767358	6769029	12560	DNA helicase	http://purl.uniprot.org/uniprot/A0A444LT07
GCF-002208645-protein3661.fasta	GCF_002208645	NZ_CP022001.1	3945354	3946284	3661	EamA domain-containing protein	http://purl.uniprot.org/uniprot/A0A0H2ZAR9
GCF-001632245-protein11687.fasta	GCF_001632245	NZ_CP015377.1	5830221	5831655	11687	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003B9994F
GCF-002946935-protein11945.fasta	GCF_002946935	NZ_CP026680.1	6294785	6295331	11945	DNA polymerase III PolC	http://purl.uniprot.org/uniprot/A0A157YZP8
GCF-003288435-protein4839.fasta	GCF_003288435	NZ_CP030327.1	5295073	5297071	4839		
GCF-002968695-protein10058.fasta	GCF_002968695	NZ_CP027174.1	3701836	3704158	10058	Helicase	http://purl.uniprot.org/uniprot/A0A1C7BML0
GCF-001792835-protein8939.fasta	GCF_001792835	NZ_CP015001.1	2706530	2709182	8939	Excinuclease ABC subunit A	http://purl.uniprot.org/uniprot/A0A364H3X2
GCF-002968695-protein10202.fasta	GCF_002968695	NZ_CP027174.1	3839748	3841383	10202	ShlB/FhaC/HecB family hemolysin secretion/activation protein	http://purl.uniprot.org/uniparc/UPI00053EFF5B
GCF-000981825-protein3803.fasta	GCF_000981825	NZ_CP011317.1	4075242	4075575	3803	HIRAN domain-containing protein	http://purl.uniprot.org/uniprot/A0A424WN58
GCF-001729505-protein7789.fasta	GCF_001729505	NZ_CP017149.1	1917554	1918034	7789	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003B993E0
GCF-003073895-protein11097.fasta	GCF_003073895	NZ_CP029097.1	4772343	4773429	11097	Sugar diacid utilization regulator protein	http://purl.uniprot.org/uniprot/B3G2C8
GCF-002215345-protein11552.fasta	GCF_002215345	NZ_CP017293.1	5145963	5146770	11552	Putative peptidoglycan-binding domain-containing protein	http://purl.uniprot.org/uniprot/A0A485HDT0
GCF-003206535-protein10825.fasta	GCF_003206535	NZ_CP029707.1	5019603	5019957	10825	baseplate assembly protein	http://purl.uniprot.org/uniparc/UPI00053ED6EF
GCF-002946935-protein9617.fasta	GCF_002946935	NZ_CP026680.1	3754856	3755966	9617	site-specific integrase	http://purl.uniprot.org/uniparc/UPI0005B48577
